Date,Open,High,Low,Close,Volume,Adj Close
2018/12/20,17.94,18.45,18.01,17.94,23,17.94
2018/12/19,17.89,18.5,16.22,17.94,30300,17.94
2018/12/18,17.87,18.2,16.12,17.89,53022,17.89
2018/12/17,17.43,18.05,17.03,17.87,468675,17.87
2018/12/14,17.43,17.98,17.51,17.43,1140008,17.43
2018/12/13,17.5,17.98,17,17.43,462371,17.43
2018/12/12,17.46,18.05,17,17.5,1613000,17.5
2018/12/11,17.06,18.05,16.5,17.46,771496,17.46
2018/12/10,17.2,17.68,16.5,17.06,1191470,17.06
2018/12/7,17.46,17.95,15.82,17.2,36553,17.2
2018/12/6,17.61,17.7,17.3,17.46,19289,17.46
2018/12/5,17.83,17.98,17.6,17.61,232,17.61
2018/12/4,16.73,18,17.5,17.83,18001,17.83
2018/12/3,16.78,17.98,15.3,16.73,7159,16.73
2018/11/30,17.33,17.77,15.6,16.78,7900,16.78
2018/11/29,17.5,17.98,16.6,17.33,385814,17.33
2018/11/28,16.71,17.88,15.45,17.5,225226,17.5
2018/11/27,17.13,17.9,15.88,16.71,143045,16.71
2018/11/26,17.23,17.98,15.8,17.13,395383,17.13
2018/11/23,17.82,18.5,16.61,17.23,236,17.23
2018/11/22,17.82,19,18.8,17.82,51,17.82
2018/11/21,17.53,19,17.8,17.82,650112,17.82
2018/11/20,17.53,18.5,17.85,17.53,31,17.53
2018/11/19,17.22,18.6,17.53,17.53,5013,17.53
2018/11/16,16.23,17.85,16.5,17.22,10721,17.22
2018/11/15,16.2,17.81,14.68,16.23,10186,16.23
2018/11/14,15.98,17.5,14.8,16.2,9033,16.2
2018/11/13,16.11,17.5,15,15.98,8413,15.98
2018/11/12,16.76,17.5,15.15,16.11,21148,16.11
2018/11/9,15.24,16.76,16.76,16.76,2000,16.76
2018/11/8,16.87,17.5,15.18,15.24,207917,15.24
2018/11/7,17,17.8,15.3,16.87,34124,16.87
2018/11/6,17,17.05,17,17,32000,17
2018/11/5,16.99,17,16.99,17,351501,17
2018/11/2,16.7,17,16.9,16.99,11000,16.99
2018/11/1,17.16,16.7,16.7,16.7,4024,16.7
2018/10/31,17.23,17.5,16.7,17.16,7843,17.16
2018/10/30,18.09,18,16.6,17.23,10158,17.23
2018/10/29,18.29,18.29,18,18.09,16432,18.09
2018/10/26,17.2,18.29,18.29,18.29,400,18.29
2018/10/25,17.18,18.9,16.5,17.2,5940,17.2
2018/10/24,16.94,18.6,16.51,17.18,97197,17.18
2018/10/23,16.43,18.07,16.6,16.94,15300,16.94
2018/10/22,15.25,16.78,14,16.43,5474,16.43
2018/10/19,16.08,15.5,14.48,15.25,1320,15.25
2018/10/18,15.89,16.3,15.8,16.08,7678,16.08
2018/10/17,14.51,15.96,13.9,15.89,18896,15.89
2018/10/16,15.14,16,13.88,14.51,14314,14.51
2018/10/15,15.14,,,15.14,860000,15.14
2018/10/12,15.56,15.2,14.22,15.14,5333,15.14
2018/10/11,15.34,15.88,13.88,15.56,5565,15.56
2018/10/10,15.31,15.56,13.9,15.34,407518,15.34
2018/10/9,13.96,15.36,13.8,15.31,397427,15.31
2018/10/8,14.59,15,13.9,13.96,350,13.96
2018/9/28,13.88,14.6,13.68,14.59,30230,14.59
2018/9/27,14.37,13.88,13.88,13.88,320,13.88
2018/9/26,14,15,13.8,14.37,420,14.37
2018/9/25,14.5,14.9,13.88,14,893,14
2018/9/21,14.6,14.6,14.5,14.5,1230,14.5
2018/9/20,14.07,14.6,14.6,14.6,6000,14.6
2018/9/19,14.07,,,14.07,150000,14.07
2018/9/18,14.9,16,14,14.07,290,14.07
2018/9/17,15.7,14.9,14.9,14.9,1000,14.9
2018/9/14,16,16.3,14.62,15.7,1560,15.7
2018/9/11,14.69,16,16,16,541938,16
2018/9/10,13.45,14.8,14.6,14.69,12500,14.69
2018/9/7,14.48,15,13.03,13.45,28101,13.45
2018/9/6,13.2,14.52,14.02,14.48,17798,14.48
2018/9/5,12,13.2,13.2,13.2,1000,13.2
2018/9/3,13,12,12,12,37441,12
2018/8/31,14.39,15.5,13,13,26001,13
2018/8/30,14.37,14.88,13.2,14.39,8400,14.39
2018/8/29,13.8,14.8,13.2,14.37,10789,14.37
2018/8/28,14.74,13.8,13.8,13.8,800,13.8
2018/8/27,14.8,14.8,14.6,14.74,1400,14.74
2018/8/24,14.8,14.8,14.8,14.8,55,14.8
2018/8/23,13.88,14.8,14.8,14.8,3500,14.8
2018/8/22,13.88,14.66,14.66,13.88,8,13.88
2018/8/20,14.82,14.65,13.84,13.88,725,13.88
2018/8/17,14.01,14.82,14.82,14.82,4036,14.82
2018/8/16,14.14,14.5,14,14.01,5615,14.01
2018/8/15,13.88,14.3,14,14.14,15154,14.14
2018/8/14,14.6,13.88,13.88,13.88,580,13.88
2018/8/13,14.93,14.6,14.5,14.6,4123,14.6
2018/8/10,13.73,14.97,14.66,14.93,26052,14.93
2018/8/9,13.89,13.8,13.61,13.73,438,13.73
2018/8/8,14.49,14,13.89,13.89,812,13.89
2018/8/7,13.39,14.49,13.8,14.49,23684,14.49
2018/8/6,13.02,13.83,13.02,13.39,3051,13.39
2018/8/3,13.51,13.02,13.02,13.02,291388,13.02
2018/8/2,13.68,13.51,13.51,13.51,102500,13.51
2018/7/30,13,13.68,13.68,13.68,100,13.68
2018/7/27,13,13,13,13,550,13
2018/7/26,13,,,13,50000,13
2018/7/25,13.2,13,13,13,268777,13
2018/7/24,13.71,13.2,13.2,13.2,800,13.2
2018/7/23,13.26,14.1,12,13.71,28001,13.71
2018/7/20,13.8,14,12.5,13.26,9888,13.26
2018/7/19,13.87,14.15,12.6,13.8,12881,13.8
2018/7/18,14.33,14.54,13,13.87,14078,13.87
2018/7/17,14.93,14.58,13.45,14.33,90962,14.33
2018/7/16,14.2,15.6,14.2,14.93,61319,14.93
2018/7/13,13.3,14.2,14.2,14.2,1,14.2
2018/7/11,12.09,13.3,13.3,13.3,11,13.3
2018/7/10,13,12.1,11.8,12.09,205,12.09
2018/7/6,14.44,13,13,13,1,13
2018/7/5,14.12,14.49,14.35,14.44,4435,14.44
